# MALHEUR (0.5.4) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009-2012 Konrad Rieck (konrad@mlsec.org)
# University of Goettingen, Berlin Institute of Technology
# ---
# Prototypes for reference_mist.tar.gz
# Number of prototypes: 332
# Compression of prototypes: 10.6 %
# Precision of prototypes: 94.7 %
# ---
# <report> <prototype> <distance>
refset/edcf5869614b61d954de19b0e16f54b61135ad64.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.529672
refset/edd678a3af607ccfc5fb9b4530e47d0b9361d609.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.329115
refset/ede1a5b232929c6487f9a12f5de9cae2289b28ad.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.488357
refset/ee10b9063928c31f50eb9e27620393e70f5e4ebd.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/ee18afc9b7aee5b372755cbd1485507d77f23a23.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/ee44c26082801e1453095a23ae710b268a25e65a.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/ee46158fdc82db4a1f2c429edb12cdd33c5a2442.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/ee4a6fdd0974665b41f897f8f3551eaace88d2f9.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/ee5e8ea2e503c8f7c22438832d9b8160908c1929.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/ee66a41839e96af3e0c27229414af826891ec2ee.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/ee75a9e9910edeb574b99a0cd24dde9752301ae4.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.158218
refset/ee857541be80d96f91ad94ffba5c0f52316e6de4.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.330743
refset/eec1632573465ec791e37b7510d1a2f6bc651b8d.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.138915
refset/eec3462a3008abed7def33bf2fe0c0c52e372d85.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.343513
refset/eece60112f33b2ad177ab483e9df12900d07feeb.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/eee269b7bce9f374591435d13ac1c31efce6ee47.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.330602
refset/ef098b5f8651adafad0a88d76df6899d067fe09e.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.326224
refset/ef0cd647748fb002f20ac5337560eda38e54e913.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.4607
refset/ef2bddde1dae95008363e263aea665cb7dc6fa14.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/ef316af372fb2addb702d2ff7659014980c78492.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.344217
refset/ef69cff3f5fafa76788757f0e6f47f50d8c9f857.LOOPER refset/ef69cff3f5fafa76788757f0e6f47f50d8c9f857.LOOPER 0.000345267
refset/ef6da997541aa0745db7f76e5d766ac25f00b94f.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/ef71f928ce6a3adde198a5e846bdbc030510fb26.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/ef8442a8c3713fe5245f155101ea9be9f0b90822.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.136845
refset/efa29bc3f9add10e35dbe694d0594bcf73082355.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.313586
refset/efb0d152f26179bf8509f3ef000029ba20173dc3.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/efcbd6b55e3c494e5315df61fbf1d93c8e022be7.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.347363
refset/efd45a2de7ec1494a0d4c444f17f7fec176dd6c0.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.130653
refset/f0370c742d01bf94402a13f625b6c61d4658a25c.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.222681
refset/f07d1c01542e2d7fb5ca87a0470ece2bb3f92dca.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/f08b688879fac5b492119896170f7955ae2c75bc.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.512491
refset/f0a67e0bf944a9eba7935f992bbbcc8cea440899.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/f0d93b96722c499d02f2ded2d8ebb9204136cd02.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.377335
refset/f0e8199f81005de727f5c55aa58dcf9190ed237d.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.108484
refset/f0ef8c210f109c9472df8854253ece192cad3720.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.325993
refset/f0f549ec32a610167268efa0edc0cee701042a5c.LOOPER refset/f0f549ec32a610167268efa0edc0cee701042a5c.LOOPER 0
refset/f0f5bea0b2ce5a9bf4aee94c4db4dc477fa75f13.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/f0fd62f9dc50393821eb9c93a6f72ead49adf62d.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.490881
refset/f12662738cafb6cd77962f0036a52018786ad186.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.156875
refset/f14fce23623c73235e80b73eaab76da30b1c96e4.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.315086
refset/f160af9e8f40ae12a602823e43f765da31042b14.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.343513
refset/f161749ec1bbdb5ec991d32b4389b75311e7b72f.CASINO refset/de41187750d4dd0df678ec8a74dee8a83502b6f6.CASINO 0.509195
refset/f16df3160f43d77f5a23a662f443407f5fb37e21.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/f188612892d690a03ed7509cd06d7157bcd468fc.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.523822
refset/f1ac2d1c9b30f882b99b8862ebda2a3d8ef33b54.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/f1b0422925e5a86c308d9a23e3e48a77ba0d1a26.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.142965
refset/f1d0f65728173798750cadeb066ffb5e5f508bec.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/f1dc0be7228172788a666f50a3dc6dfdd3397f40.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.476163
refset/f1f59dd472d2eae4b95cdf5e4395070c653bff1f.ZHELATIN refset/f1f59dd472d2eae4b95cdf5e4395070c653bff1f.ZHELATIN 2.15792e-05
refset/f217a87168d2fc9379c46a64dec6eb03d582e74a.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.278582
refset/f224ede6dd738fb90f63feba8be1f033c03c054e.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.149899
refset/f22e34b028eb9887c8c8d3fba2efb0f5b3e0708d.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.300863
refset/f22e9aa4783a486afdd27ffb514d53957decd98e.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.203659
refset/f2300bab260cae284ac927153d76e9790b734122.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.504604
refset/f23c608b3e244119d6a57835749b51e98c4d4099.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.596068
refset/f2467f357af3652856d41ad842ae80fcd3191fc3.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/f25954275a4b9758f0e4ae54256082f3cb657e9b.SALITY refset/66422bb4808240fc4c0969c6ada0cd58cf9cf433.SALITY 0.552245
refset/f26ae7310dfed99517023f4f3dba01f1b34d0397.LOOPER refset/f26ae7310dfed99517023f4f3dba01f1b34d0397.LOOPER 0.000164342
refset/f2744f70bf768c50104f3642590df228d53899bb.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.499236
refset/f28f6e94a986da50b9e21ebf107ca079a0135b97.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.300863
refset/f2a18718310e79191ffc32f3cb5307fee2239712.ROTATOR refset/6b3d2f6c10d62ca0006abac0fb80377f979cf29f.ROTATOR 0.485816
refset/f2a3cffe12e829abef353172dd1a3ad220cbf235.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.502277
refset/f2b40b01a7e928a1b28a4a9b207297ea51512923.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.272727
refset/f2c004fbaf7e0cc474a8397a2b1a46723e2224ec.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/f2c7a9880f7fe4ea02bb6981248140be886eb68c.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.487262
refset/f3081190fbf6f60501538e3a8e6705d16dbf1f38.FLYSTUDIO refset/f3081190fbf6f60501538e3a8e6705d16dbf1f38.FLYSTUDIO 0
refset/f3180d7895919280f9b458e607b9c2e83626c062.CASINO refset/de41187750d4dd0df678ec8a74dee8a83502b6f6.CASINO 0.582185
refset/f34d6a45313fef8628edd3a8c36b94b26a7ca0df.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/f35e18937f5c00bdd9ac7298ce1d2621d81f7078.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.302454
refset/f3a26c64ffd53728a3bf1437fe559c202e966433.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.300863
refset/f3a40609f8f1cc2504c3fd54fa2e7fcf69d2cd25.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.508768
refset/f3a642b35d358b0ab33b192694f812bfc388897a.LOOPER refset/f3a642b35d358b0ab33b192694f812bfc388897a.LOOPER 8.63167e-05
refset/f3c1be64b447b80d552ad87668bdc999b6ce0bdb.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.48196
refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0
refset/f3d295742fbe6962c13ab24a34b902df38c55cf7.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.144949
refset/f3fd0fd3586c63f8300c1cda64acdb16a814f8f6.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/f4355e02df235babd117b07dff03bedbe292ad27.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/f43832c893c0644bde1774f65629e5244c3b1fed.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.317558
refset/f46706df6c091a3711bd89e27894e511fcd47d53.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.343513
refset/f46ccf7bc35514ee0de83062f353ba1f9af0c27a.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.355197
refset/f496d45dcc39a9772ff98f7e4c4625b0f3d4b7f7.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/f4cab9ab41b40ffa2a93969b04ecb11abeea6312.POISON refset/722e32cabc4814136b09a5d78e9628b366eafbed.POISON 0.386481
refset/f4d5856c0fbaaea88a58f381e43273caa8fd93a8.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.117882
refset/f4e911da67efc63462f6bd5a1fdbff02bc41c18c.LOOPER refset/f4e911da67efc63462f6bd5a1fdbff02bc41c18c.LOOPER 0.000112129
refset/f53e7a1fe83dca7db7f393a98f14ace3131ceaf6.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.520515
refset/f544170e116de59e66185a32a932f21791795883.FLYSTUDIO refset/f544170e116de59e66185a32a932f21791795883.FLYSTUDIO 0.000204149
refset/f5669154c340cce65cdb1a9e101e61671d449cb1.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.328458
refset/f59237d40a35dd7a574bf5a693d3f2454e4084e8.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.131911
refset/f598af95a29b8e3e1b1777663afeea0eea6ca3af.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.144949
refset/f5c12f0fe5e2dd8fe14b5e2829c12d50c8e0f3d3.LOOPER refset/f5c12f0fe5e2dd8fe14b5e2829c12d50c8e0f3d3.LOOPER 0
refset/f5e5f4186048694c2a15cfc66e8435a5bde39afd.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.509183
refset/f5eae191c0e897a734a40c4941ea65193d2c073c.VIKING_DZ refset/6bc6dc01ce05d3fe5b3061777839e809b624e4ee.VIKING_DZ 0.176096
refset/f5f9c1367b5a091ed39b3fd77749313fe7b66bf6.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.000341197
refset/f60698d46bd4fcf30075a465c9255c6df888b701.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130811
refset/f611be9969fa802890f3e6422eff3860fdf866f9.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/f61b4d814231d66ed50166bac9b6472bb14cdf6e.CASINO refset/de41187750d4dd0df678ec8a74dee8a83502b6f6.CASINO 0.558045
refset/f63250a83e6b9a05ab9be2d11b19449010cfe520.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.537225
refset/f63c4ba8ef28aff73b9fe46c7dd37103778da284.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.486273
refset/f63daa8e075ec7c401f93068bad1495e91949ea6.LOOPER refset/f63daa8e075ec7c401f93068bad1495e91949ea6.LOOPER 0
refset/f6464455120c998076b1b50813603ec73335b592.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.000341197
refset/f64f41e3c8662fd88e1ed5951ab96f2eae1532cc.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.237961
refset/f65b7857908bf9fe7d6a802705cf4ffb82083717.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.305973
refset/f66da3973a9093d37e0f9eb83f1c2ebe2216a87c.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.4982
refset/f6745bc5d2cf8eed0ecca0966f87b32853dd7231.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.519661
refset/f691088d98f8b0d332bc1898f5739096b23590a5.SALITY refset/0d15ceeb41649aa4d9a209082783fb26b1928bdc.SALITY 0.382299
refset/f6b6ab3bc1c8b2ad4e25e4b1db0d18773ded74b6.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.510345
refset/f6bcb3d140e09bba8b1f8d417027833176dea09f.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.366076
refset/f6c22fde4784069e759d2ce10833d1581af175e1.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/f6ccd91a62eb08d7323dd16f68f434abee7ec6ce.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.345234
refset/f6cfc6da668ddd48c232eb29de1eb3aeba3c7094.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.317321
refset/f6ea6133600b4fe3d89eb4a8a411dbfb7a4b311d.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.248867
refset/f704439096424b2eb0343d1637e5e5ec90ed2628.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.322826
refset/f721808fbd169641948f0b1e9dc3c0076e79a2dd.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.502353
refset/f72a04f4b18d105496b5e8210ae9414ab2d1411b.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.32575
refset/f72b20e52563a4cc8bafcb5372c5ec4b2d5c8624.FLYSTUDIO refset/03083f63d2913fa72edce652c387078361b5434a.FLYSTUDIO 0.494199
refset/f7382ea166f2225441133f94719ea3a71d32f0a2.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.313114
refset/f7494ee15dfb7c8f5c248d9eb0729f62b6f001bb.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.300863
refset/f751f9fb9e76130569c665ba7683cfcc613682d9.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/f773033dea07865c05390d5308333e2a1ee7755f.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.326415
refset/f789c39b4a1be7f1d3f9a99a5b83d51e47a7240c.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.322374
refset/f79b34a7418a2e40f15b5fd9b795f67eb62bd7e2.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.339489
refset/f7ba12b59971b88815479aeca95ed4beaa4aa129.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.381321
refset/f7be526be570f3c4f7ebe15a80a7deecf8f52a47.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.498411
refset/f7c8dcfa570324b39917db3a61be84a3c046352c.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/f7cf7df73f9cf3526702d81ba71e015eace69cdb.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.129855
refset/f7d015750e78a0e044e2d13fb8e10e0a74905005.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/f7d3558c7493687fb27f02065c2575541264699e.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.144949
refset/f7da9e641b2d683d598c11534e8dd31ac9ad5236.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.491749
refset/f7df6c90f2a2f7cc2128e4aa72971f7a2704a382.ZHELATIN refset/f7df6c90f2a2f7cc2128e4aa72971f7a2704a382.ZHELATIN 0.000466205
refset/f7e80e2a973d9017506d8d47eb35ef6dc5a351f3.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.176608
refset/f81482847ba80274eb2b13c9e735114cfa43c19e.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.334327
refset/f8232519bf602c6237c08314cb24d9d360f140f1.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.310767
refset/f86b9c679e1b09dc1686376b5a92f1828cf0881e.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.505129
refset/f87613b37bdb1c00a8a4a889b01f8c93a91c0ba0.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.31725
refset/f88201ab6ee130fc6460c3e6a0b56c07909f8674.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.248867
refset/f8f887828f99870bd91e058cffc0d14277277730.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.34224
refset/f91d4e485d38a6980632d1b4418c50364ef481f3.LDPINCH refset/c9cd66d003dbf237d295c02903adf7a6f2b768cc.VIRUT 0.45739
refset/f93be3846df1a1f8cfb7f02a9111f40527f75b50.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.525594
refset/f9480fd564f1114b2baa358966ba631f11ae9139.LOOPER refset/f9480fd564f1114b2baa358966ba631f11ae9139.LOOPER 0
refset/f98d93315689578c839f1533e75788e9a76383a0.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.324004
refset/f9ad4f62590cfb3e940f3fbb5889f8b9efe68cd6.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/f9d71754c3478033180476016b6c998ff77177ca.LDPINCH refset/58436962e792df19623b2d8984711673ab885fe9.POISON 0.000202431
refset/f9d83872fffb28eb32b77246ab09ce40d71cd80f.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.315189
refset/f9dc7b127da4d1e554d6b0238618539150b7f3b6.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/f9ff703bf7e481207ebdf078a4192cc2911aa6a8.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/fa080fe6f2de319335802bc4bb08bf1d26367778.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.0564565
refset/fa18d55d25755f2b884c5cc654ca8933ea818864.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/fa296050858cf91d29c1a0f5bd46810f66ead84f.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.330035
refset/fa580f96bf644bd10bc1e4a898ccb331345d2bd7.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.321632
refset/fa696d6f953c12b6be3114506a7e2a23e00d8081.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.517593
refset/fa70312b98d120923ebd97ed25a0c273657a93ac.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/fa724dff85dfee6508e51e4eff27f2b2fb01aea3.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.480409
refset/fa87a8b3d100cb6901756f3cc08d2f47d47cdeb9.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/fa8bfaaf03ccbe70ae07082b8b6229ea9173988e.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.332588
refset/fa8f1206ffa30cff2651067409b211460f4fa865.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/faaae615968d73b5bb6ed6363ec886b0a0c73ba8.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/fad402fb699f30d341cf4732887bba8a9ef388c3.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.323269
refset/faf2f8ad3f8e5795b39f806cf4b06ead5157ef84.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/fb002b5edcd89b01e660bf743866a65a59fcaa11.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.526184
refset/fb0b04fbc79a0958298cad7e67973618a96acdb7.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.495343
refset/fb25088cda4cd522d5d655b9d7ecf073f7551367.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.501496
refset/fb3a3a55d4a87f65b5d0fb7d93406a47d03bb474.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.37041
refset/fb40bd566e8c5fa64e9eac9d2702611d5296ca6d.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.491749
refset/fb498a1585a8398c9d30aa04de3445e334ea0859.VAPSUP refset/fb498a1585a8398c9d30aa04de3445e334ea0859.VAPSUP 0
refset/fb53a54c6aae276d8c54206dddfa116069920ecf.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/fb5cb99f34bf1fe31123ba1d1a574707910dab1b.SALITY refset/66422bb4808240fc4c0969c6ada0cd58cf9cf433.SALITY 0.488501
refset/fb758a1e243c5e68bf478d215b900289e14cd566.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.338905
refset/fb8ca2e9e69ab37c8876bfbd9a3eaf5f9c58ce97.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.312978
refset/fb9cceb535eaf60d68a31f80a69c929bf48958d2.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142513
refset/fba6d10d308588e93ff034a3d10ff78df0cc813a.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.428792
refset/fbb2babb2f62937f0f21c4a2344a8e68be3ea8f6.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/fbd368f97f8e1bc88d8f302cf6c09ebd513606ae.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.495663
refset/fbf1fdb131c0b747b51ab79a3fbecf66df1d3533.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/fc112496d0dd40d631730968ae0d786a371d2a56.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.539367
